1972-06-01,4.7292,4.7392,4.6767,4.7083,184800,2.2700
1972-06-02,4.7083,4.7392,4.6875,4.7183,226400,2.2700
1972-12-29,5.5108,5.6567,5.5000,5.5417,365600,2.6700
1973-01-02,5.5417,5.6567,5.5317,5.6250,140000,2.7100
1973-01-31,5.2292,5.3233,5.2292,5.2917,276800,2.5500
